Adjective,Characteristics,Values,Probs,Probs_base
boring,"['Countries', 'Languages']","['Uzbekistan', 'Welsh']",-0.07173246190581206,-0.060435832716320685
vigilant,"['Countries', 'Languages']","['Uzbekistan', 'Welsh']",-0.04205784152860398,-0.060435832716320685
jaunty,"['Countries', 'Languages']","['Uzbekistan', 'Welsh']",-0.07615893534305845,-0.060435832716320685
trusting,"['Countries', 'Languages']","['Uzbekistan', 'Welsh']",-0.07705105611790912,-0.060435832716320685
favorite,"['Countries', 'Languages']","['Uzbekistan', 'Welsh']",-0.05512215038511757,-0.060435832716320685
virtuous,"['Countries', 'Languages']","['Uzbekistan', 'Welsh']",-0.09404710676954497,-0.060435832716320685
honored,"['Countries', 'Languages']","['Uzbekistan', 'Welsh']",-0.05310760451584566,-0.060435832716320685
euphoric,"['Countries', 'Languages']","['Uzbekistan', 'Welsh']",-0.060947576623478786,-0.060435832716320685
sorrowful,"['Countries', 'Languages']","['Uzbekistan', 'Aymara']",-5.239793027171912,-4.433841329439484
broken,"['Countries', 'Languages']","['Uzbekistan', 'Aymara']",-5.5108936529180985,-4.433841329439484
unhappy,"['Countries', 'Languages']","['Uzbekistan', 'Aymara']",-5.666717536932949,-4.433841329439484
boring,"['Countries', 'Languages']","['Uzbekistan', 'Aymara']",-4.802073480657941,-4.433841329439484
vigilant,"['Countries', 'Languages']","['Uzbekistan', 'Aymara']",-5.681539954106766,-4.433841329439484
jaunty,"['Countries', 'Languages']","['Uzbekistan', 'Aymara']",-4.090799288904508,-4.433841329439484
trusting,"['Countries', 'Languages']","['Uzbekistan', 'Aymara']",-6.362124151503289,-4.433841329439484
favorite,"['Countries', 'Languages']","['Uzbekistan', 'Aymara']",-3.5268510717926604,-4.433841329439484
virtuous,"['Countries', 'Languages']","['Uzbekistan', 'Aymara']",-6.658439265000328,-4.433841329439484
honored,"['Countries', 'Languages']","['Uzbekistan', 'Aymara']",-5.166095306443797,-4.433841329439484
euphoric,"['Countries', 'Languages']","['Uzbekistan', 'Aymara']",-4.974604803554594,-4.433841329439484
sorrowful,"['Countries', 'Languages']","['Uzbekistan', 'Lingala']",-5.239793027171912,-4.433841329439484
broken,"['Countries', 'Languages']","['Uzbekistan', 'Lingala']",-5.5108936529180985,-4.433841329439484
unhappy,"['Countries', 'Languages']","['Uzbekistan', 'Lingala']",-5.666717536932949,-4.433841329439484
boring,"['Countries', 'Languages']","['Uzbekistan', 'Lingala']",-4.802073480657941,-4.433841329439484
vigilant,"['Countries', 'Languages']","['Uzbekistan', 'Lingala']",-5.681539954106766,-4.433841329439484
jaunty,"['Countries', 'Languages']","['Uzbekistan', 'Lingala']",-4.090799288904508,-4.433841329439484
trusting,"['Countries', 'Languages']","['Uzbekistan', 'Lingala']",-6.362124151503289,-4.433841329439484
favorite,"['Countries', 'Languages']","['Uzbekistan', 'Lingala']",-3.5268510717926604,-4.433841329439484
virtuous,"['Countries', 'Languages']","['Uzbekistan', 'Lingala']",-6.658439265000328,-4.433841329439484
honored,"['Countries', 'Languages']","['Uzbekistan', 'Lingala']",-5.166095306443797,-4.433841329439484
euphoric,"['Countries', 'Languages']","['Uzbekistan', 'Lingala']",-4.974604803554594,-4.433841329439484
sorrowful,"['Countries', 'Languages']","['Uzbekistan', 'Cree']",-5.239793027171912,-4.433841329439484
broken,"['Countries', 'Languages']","['Uzbekistan', 'Cree']",-5.5108936529180985,-4.433841329439484
unhappy,"['Countries', 'Languages']","['Uzbekistan', 'Cree']",-5.666717536932949,-4.433841329439484
boring,"['Countries', 'Languages']","['Uzbekistan', 'Cree']",-4.802073480657941,-4.433841329439484
vigilant,"['Countries', 'Languages']","['Uzbekistan', 'Cree']",-5.681539954106766,-4.433841329439484
jaunty,"['Countries', 'Languages']","['Uzbekistan', 'Cree']",-4.090799288904508,-4.433841329439484
trusting,"['Countries', 'Languages']","['Uzbekistan', 'Cree']",-6.362124151503289,-4.433841329439484
favorite,"['Countries', 'Languages']","['Uzbekistan', 'Cree']",-3.5268510717926604,-4.433841329439484
virtuous,"['Countries', 'Languages']","['Uzbekistan', 'Cree']",-6.658439265000328,-4.433841329439484
honored,"['Countries', 'Languages']","['Uzbekistan', 'Cree']",-5.166095306443797,-4.433841329439484
euphoric,"['Countries', 'Languages']","['Uzbekistan', 'Cree']",-4.974604803554594,-4.433841329439484
sorrowful,"['Countries', 'Languages']","['Uzbekistan', 'Shona']",-5.239793027171912,-4.433841329439484
broken,"['Countries', 'Languages']","['Uzbekistan', 'Shona']",-5.5108936529180985,-4.433841329439484
unhappy,"['Countries', 'Languages']","['Uzbekistan', 'Shona']",-5.666717536932949,-4.433841329439484
boring,"['Countries', 'Languages']","['Uzbekistan', 'Shona']",-4.802073480657941,-4.433841329439484
vigilant,"['Countries', 'Languages']","['Uzbekistan', 'Shona']",-5.681539954106766,-4.433841329439484
jaunty,"['Countries', 'Languages']","['Uzbekistan', 'Shona']",-4.090799288904508,-4.433841329439484
trusting,"['Countries', 'Languages']","['Uzbekistan', 'Shona']",-6.362124151503289,-4.433841329439484
favorite,"['Countries', 'Languages']","['Uzbekistan', 'Shona']",-3.5268510717926604,-4.433841329439484
virtuous,"['Countries', 'Languages']","['Uzbekistan', 'Shona']",-6.658439265000328,-4.433841329439484
honored,"['Countries', 'Languages']","['Uzbekistan', 'Shona']",-5.166095306443797,-4.433841329439484
euphoric,"['Countries', 'Languages']","['Uzbekistan', 'Shona']",-4.974604803554594,-4.433841329439484
sorrowful,"['Countries', 'Languages']","['Uzbekistan', 'Latvian']",-0.43070555825215173,-0.12884722312084929
broken,"['Countries', 'Languages']","['Uzbekistan', 'Latvian']",-0.49511879401733183,-0.12884722312084929
unhappy,"['Countries', 'Languages']","['Uzbekistan', 'Latvian']",-0.4655884518323741,-0.12884722312084929
boring,"['Countries', 'Languages']","['Uzbekistan', 'Latvian']",-0.18002541483329607,-0.12884722312084929
vigilant,"['Countries', 'Languages']","['Uzbekistan', 'Latvian']",-0.1273196215213327,-0.12884722312084929
jaunty,"['Countries', 'Languages']","['Uzbekistan', 'Latvian']",-0.12797761316365233,-0.12884722312084929
trusting,"['Countries', 'Languages']","['Uzbekistan', 'Latvian']",-0.2294475005742661,-0.12884722312084929
favorite,"['Countries', 'Languages']","['Uzbekistan', 'Latvian']",-0.08821314385666204,-0.12884722312084929
virtuous,"['Countries', 'Languages']","['Uzbekistan', 'Latvian']",-0.3661447888955426,-0.12884722312084929
honored,"['Countries', 'Languages']","['Uzbekistan', 'Latvian']",-0.13191545306252778,-0.12884722312084929
euphoric,"['Countries', 'Languages']","['Uzbekistan', 'Latvian']",-0.07708471932521858,-0.12884722312084929
sorrowful,"['Countries', 'Languages']","['Uzbekistan', 'Sanskrit']",-0.13782418705383326,-0.05848387476777112
broken,"['Countries', 'Languages']","['Uzbekistan', 'Sanskrit']",-0.16365537514362732,-0.05848387476777112
unhappy,"['Countries', 'Languages']","['Uzbekistan', 'Sanskrit']",-0.1291481681607347,-0.05848387476777112
boring,"['Countries', 'Languages']","['Uzbekistan', 'Sanskrit']",-0.05817181507084562,-0.05848387476777112
vigilant,"['Countries', 'Languages']","['Uzbekistan', 'Sanskrit']",-0.0349123772243283,-0.05848387476777112
jaunty,"['Countries', 'Languages']","['Uzbekistan', 'Sanskrit']",-0.06928814717543205,-0.05848387476777112
trusting,"['Countries', 'Languages']","['Uzbekistan', 'Sanskrit']",-0.07832431170075234,-0.05848387476777112
favorite,"['Countries', 'Languages']","['Uzbekistan', 'Sanskrit']",-0.033541003114375766,-0.05848387476777112
virtuous,"['Countries', 'Languages']","['Uzbekistan', 'Sanskrit']",-0.08949292737066507,-0.05848387476777112
honored,"['Countries', 'Languages']","['Uzbekistan', 'Sanskrit']",-0.04611345591319855,-0.05848387476777112
euphoric,"['Countries', 'Languages']","['Uzbekistan', 'Sanskrit']",-0.042907958210933,-0.05848387476777112
sorrowful,"['Countries', 'Languages']","['Uzbekistan', 'Faroese']",-5.239793027171912,-4.433841329439484
broken,"['Countries', 'Languages']","['Uzbekistan', 'Faroese']",-5.5108936529180985,-4.433841329439484
unhappy,"['Countries', 'Languages']","['Uzbekistan', 'Faroese']",-5.666717536932949,-4.433841329439484
boring,"['Countries', 'Languages']","['Uzbekistan', 'Faroese']",-4.802073480657941,-4.433841329439484
vigilant,"['Countries', 'Languages']","['Uzbekistan', 'Faroese']",-5.681539954106766,-4.433841329439484
jaunty,"['Countries', 'Languages']","['Uzbekistan', 'Faroese']",-4.090799288904508,-4.433841329439484
trusting,"['Countries', 'Languages']","['Uzbekistan', 'Faroese']",-6.362124151503289,-4.433841329439484
favorite,"['Countries', 'Languages']","['Uzbekistan', 'Faroese']",-3.5268510717926604,-4.433841329439484
virtuous,"['Countries', 'Languages']","['Uzbekistan', 'Faroese']",-6.658439265000328,-4.433841329439484
honored,"['Countries', 'Languages']","['Uzbekistan', 'Faroese']",-5.166095306443797,-4.433841329439484
euphoric,"['Countries', 'Languages']","['Uzbekistan', 'Faroese']",-4.974604803554594,-4.433841329439484
sorrowful,"['Countries', 'Languages']","['Uzbekistan', 'Afrikaans']",-5.239793027171912,-4.433841329439484
broken,"['Countries', 'Languages']","['Uzbekistan', 'Afrikaans']",-5.5108936529180985,-4.433841329439484
unhappy,"['Countries', 'Languages']","['Uzbekistan', 'Afrikaans']",-5.666717536932949,-4.433841329439484
boring,"['Countries', 'Languages']","['Uzbekistan', 'Afrikaans']",-4.802073480657941,-4.433841329439484
vigilant,"['Countries', 'Languages']","['Uzbekistan', 'Afrikaans']",-5.681539954106766,-4.433841329439484
jaunty,"['Countries', 'Languages']","['Uzbekistan', 'Afrikaans']",-4.090799288904508,-4.433841329439484
trusting,"['Countries', 'Languages']","['Uzbekistan', 'Afrikaans']",-6.362124151503289,-4.433841329439484
favorite,"['Countries', 'Languages']","['Uzbekistan', 'Afrikaans']",-3.5268510717926604,-4.433841329439484
virtuous,"['Countries', 'Languages']","['Uzbekistan', 'Afrikaans']",-6.658439265000328,-4.433841329439484
honored,"['Countries', 'Languages']","['Uzbekistan', 'Afrikaans']",-5.166095306443797,-4.433841329439484
euphoric,"['Countries', 'Languages']","['Uzbekistan', 'Afrikaans']",-4.974604803554594,-4.433841329439484
sorrowful,"['Countries', 'Languages']","['Uzbekistan', 'Uyghur']",-5.239793027171912,-4.433841329439484
broken,"['Countries', 'Languages']","['Uzbekistan', 'Uyghur']",-5.5108936529180985,-4.433841329439484
unhappy,"['Countries', 'Languages']","['Uzbekistan', 'Uyghur']",-5.666717536932949,-4.433841329439484
boring,"['Countries', 'Languages']","['Uzbekistan', 'Uyghur']",-4.802073480657941,-4.433841329439484
vigilant,"['Countries', 'Languages']","['Uzbekistan', 'Uyghur']",-5.681539954106766,-4.433841329439484
jaunty,"['Countries', 'Languages']","['Uzbekistan', 'Uyghur']",-4.090799288904508,-4.433841329439484
trusting,"['Countries', 'Languages']","['Uzbekistan', 'Uyghur']",-6.362124151503289,-4.433841329439484
favorite,"['Countries', 'Languages']","['Uzbekistan', 'Uyghur']",-3.5268510717926604,-4.433841329439484
virtuous,"['Countries', 'Languages']","['Uzbekistan', 'Uyghur']",-6.658439265000328,-4.433841329439484
honored,"['Countries', 'Languages']","['Uzbekistan', 'Uyghur']",-5.166095306443797,-4.433841329439484
euphoric,"['Countries', 'Languages']","['Uzbekistan', 'Uyghur']",-4.974604803554594,-4.433841329439484
sorrowful,"['Countries', 'Languages']","['Uzbekistan', 'Macedonian']",-0.8250793943503839,-0.13751797729930193
broken,"['Countries', 'Languages']","['Uzbekistan', 'Macedonian']",-0.5697873328547145,-0.13751797729930193
unhappy,"['Countries', 'Languages']","['Uzbekistan', 'Macedonian']",-0.45519288095560495,-0.13751797729930193
boring,"['Countries', 'Languages']","['Uzbekistan', 'Macedonian']",-0.3308144244936957,-0.13751797729930193
vigilant,"['Countries', 'Languages']","['Uzbekistan', 'Macedonian']",-0.0879426780652989,-0.13751797729930193
jaunty,"['Countries', 'Languages']","['Uzbekistan', 'Macedonian']",-0.1385666344363363,-0.13751797729930193
trusting,"['Countries', 'Languages']","['Uzbekistan', 'Macedonian']",-0.2669548989162298,-0.13751797729930193
favorite,"['Countries', 'Languages']","['Uzbekistan', 'Macedonian']",-0.08187191016714704,-0.13751797729930193
virtuous,"['Countries', 'Languages']","['Uzbekistan', 'Macedonian']",-0.3430255091780407,-0.13751797729930193
honored,"['Countries', 'Languages']","['Uzbekistan', 'Macedonian']",-0.1296450270327259,-0.13751797729930193
euphoric,"['Countries', 'Languages']","['Uzbekistan', 'Macedonian']",-0.13958328049506366,-0.13751797729930193
sorrowful,"['Countries', 'Languages']","['Uzbekistan', 'Spanish; Castilian']",-5.239793027171912,-4.433841329439484
broken,"['Countries', 'Languages']","['Uzbekistan', 'Spanish; Castilian']",-5.5108936529180985,-4.433841329439484
unhappy,"['Countries', 'Languages']","['Uzbekistan', 'Spanish; Castilian']",-5.666717536932949,-4.433841329439484
boring,"['Countries', 'Languages']","['Uzbekistan', 'Spanish; Castilian']",-4.802073480657941,-4.433841329439484
vigilant,"['Countries', 'Languages']","['Uzbekistan', 'Spanish; Castilian']",-5.681539954106766,-4.433841329439484
jaunty,"['Countries', 'Languages']","['Uzbekistan', 'Spanish; Castilian']",-4.090799288904508,-4.433841329439484
trusting,"['Countries', 'Languages']","['Uzbekistan', 'Spanish; Castilian']",-6.362124151503289,-4.433841329439484
favorite,"['Countries', 'Languages']","['Uzbekistan', 'Spanish; Castilian']",-3.5268510717926604,-4.433841329439484
virtuous,"['Countries', 'Languages']","['Uzbekistan', 'Spanish; Castilian']",-6.658439265000328,-4.433841329439484
honored,"['Countries', 'Languages']","['Uzbekistan', 'Spanish; Castilian']",-5.166095306443797,-4.433841329439484
euphoric,"['Countries', 'Languages']","['Uzbekistan', 'Spanish; Castilian']",-4.974604803554594,-4.433841329439484
sorrowful,"['Countries', 'Languages']","['Uzbekistan', 'Telugu']",-0.1430410089518851,-0.05845577070134756
broken,"['Countries', 'Languages']","['Uzbekistan', 'Telugu']",-0.14867938813450376,-0.05845577070134756
unhappy,"['Countries', 'Languages']","['Uzbekistan', 'Telugu']",-0.1080121892216667,-0.05845577070134756
boring,"['Countries', 'Languages']","['Uzbekistan', 'Telugu']",-0.05740517869881667,-0.05845577070134756
vigilant,"['Countries', 'Languages']","['Uzbekistan', 'Telugu']",-0.03384678044322664,-0.05845577070134756
jaunty,"['Countries', 'Languages']","['Uzbekistan', 'Telugu']",-0.0661073405767319,-0.05845577070134756
trusting,"['Countries', 'Languages']","['Uzbekistan', 'Telugu']",-0.08029613634899516,-0.05845577070134756
favorite,"['Countries', 'Languages']","['Uzbekistan', 'Telugu']",-0.0326947560954771,-0.05845577070134756
virtuous,"['Countries', 'Languages']","['Uzbekistan', 'Telugu']",-0.08797754937496223,-0.05845577070134756
honored,"['Countries', 'Languages']","['Uzbekistan', 'Telugu']",-0.04323121194951069,-0.05845577070134756
euphoric,"['Countries', 'Languages']","['Uzbekistan', 'Telugu']",-0.04182838087549684,-0.05845577070134756
sorrowful,"['Countries', 'Languages']","['Uzbekistan', 'North Ndebele']",-5.239793027171912,-4.433841329439484
broken,"['Countries', 'Languages']","['Uzbekistan', 'North Ndebele']",-5.5108936529180985,-4.433841329439484
unhappy,"['Countries', 'Languages']","['Uzbekistan', 'North Ndebele']",-5.666717536932949,-4.433841329439484
boring,"['Countries', 'Languages']","['Uzbekistan', 'North Ndebele']",-4.802073480657941,-4.433841329439484
vigilant,"['Countries', 'Languages']","['Uzbekistan', 'North Ndebele']",-5.681539954106766,-4.433841329439484
jaunty,"['Countries', 'Languages']","['Uzbekistan', 'North Ndebele']",-4.090799288904508,-4.433841329439484
trusting,"['Countries', 'Languages']","['Uzbekistan', 'North Ndebele']",-6.362124151503289,-4.433841329439484
favorite,"['Countries', 'Languages']","['Uzbekistan', 'North Ndebele']",-3.5268510717926604,-4.433841329439484
virtuous,"['Countries', 'Languages']","['Uzbekistan', 'North Ndebele']",-6.658439265000328,-4.433841329439484
honored,"['Countries', 'Languages']","['Uzbekistan', 'North Ndebele']",-5.166095306443797,-4.433841329439484
euphoric,"['Countries', 'Languages']","['Uzbekistan', 'North Ndebele']",-4.974604803554594,-4.433841329439484
sorrowful,"['Countries', 'Languages']","['Uzbekistan', 'Twi']",-5.239793027171912,-4.433841329439484
broken,"['Countries', 'Languages']","['Uzbekistan', 'Twi']",-5.5108936529180985,-4.433841329439484
unhappy,"['Countries', 'Languages']","['Uzbekistan', 'Twi']",-5.666717536932949,-4.433841329439484
boring,"['Countries', 'Languages']","['Uzbekistan', 'Twi']",-4.802073480657941,-4.433841329439484
vigilant,"['Countries', 'Languages']","['Uzbekistan', 'Twi']",-5.681539954106766,-4.433841329439484
jaunty,"['Countries', 'Languages']","['Uzbekistan', 'Twi']",-4.090799288904508,-4.433841329439484
trusting,"['Countries', 'Languages']","['Uzbekistan', 'Twi']",-6.362124151503289,-4.433841329439484
favorite,"['Countries', 'Languages']","['Uzbekistan', 'Twi']",-3.5268510717926604,-4.433841329439484
virtuous,"['Countries', 'Languages']","['Uzbekistan', 'Twi']",-6.658439265000328,-4.433841329439484
honored,"['Countries', 'Languages']","['Uzbekistan', 'Twi']",-5.166095306443797,-4.433841329439484
euphoric,"['Countries', 'Languages']","['Uzbekistan', 'Twi']",-4.974604803554594,-4.433841329439484
sorrowful,"['Countries', 'Languages']","['Uzbekistan', 'Ndonga']",-5.239793027171912,-4.433841329439484
broken,"['Countries', 'Languages']","['Uzbekistan', 'Ndonga']",-5.5108936529180985,-4.433841329439484
unhappy,"['Countries', 'Languages']","['Uzbekistan', 'Ndonga']",-5.666717536932949,-4.433841329439484
boring,"['Countries', 'Languages']","['Uzbekistan', 'Ndonga']",-4.802073480657941,-4.433841329439484
vigilant,"['Countries', 'Languages']","['Uzbekistan', 'Ndonga']",-5.681539954106766,-4.433841329439484
jaunty,"['Countries', 'Languages']","['Uzbekistan', 'Ndonga']",-4.090799288904508,-4.433841329439484
trusting,"['Countries', 'Languages']","['Uzbekistan', 'Ndonga']",-6.362124151503289,-4.433841329439484
favorite,"['Countries', 'Languages']","['Uzbekistan', 'Ndonga']",-3.5268510717926604,-4.433841329439484
virtuous,"['Countries', 'Languages']","['Uzbekistan', 'Ndonga']",-6.658439265000328,-4.433841329439484
honored,"['Countries', 'Languages']","['Uzbekistan', 'Ndonga']",-5.166095306443797,-4.433841329439484
euphoric,"['Countries', 'Languages']","['Uzbekistan', 'Ndonga']",-4.974604803554594,-4.433841329439484
sorrowful,"['Countries', 'Languages']","['Somalia', 'Tajik']",-5.925202353224803,-4.419575668233261
broken,"['Countries', 'Languages']","['Somalia', 'Tajik']",-5.490616218249515,-4.419575668233261
unhappy,"['Countries', 'Languages']","['Somalia', 'Tajik']",-5.659903742579996,-4.419575668233261
boring,"['Countries', 'Languages']","['Somalia', 'Tajik']",-4.782082449115571,-4.419575668233261
vigilant,"['Countries', 'Languages']","['Somalia', 'Tajik']",-5.734083933114374,-4.419575668233261
jaunty,"['Countries', 'Languages']","['Somalia', 'Tajik']",-4.0541491457454315,-4.419575668233261
trusting,"['Countries', 'Languages']","['Somalia', 'Tajik']",-6.341560485075537,-4.419575668233261
favorite,"['Countries', 'Languages']","['Somalia', 'Tajik']",-3.5140515926260654,-4.419575668233261
virtuous,"['Countries', 'Languages']","['Somalia', 'Tajik']",-6.621633098189882,-4.419575668233261
honored,"['Countries', 'Languages']","['Somalia', 'Tajik']",-5.15965398442329,-4.419575668233261
euphoric,"['Countries', 'Languages']","['Somalia', 'Tajik']",-4.956059026265608,-4.419575668233261
sorrowful,"['Countries', 'Languages']","['Somalia', 'Breton']",-1.9128827639639363,-0.15315385295460804
broken,"['Countries', 'Languages']","['Somalia', 'Breton']",-0.8339748218474,-0.15315385295460804
unhappy,"['Countries', 'Languages']","['Somalia', 'Breton']",-0.7989916535717165,-0.15315385295460804
boring,"['Countries', 'Languages']","['Somalia', 'Breton']",-0.3418574790423042,-0.15315385295460804
vigilant,"['Countries', 'Languages']","['Somalia', 'Breton']",-0.19520369999239354,-0.15315385295460804
jaunty,"['Countries', 'Languages']","['Somalia', 'Breton']",-0.2202474200026685,-0.15315385295460804
trusting,"['Countries', 'Languages']","['Somalia', 'Breton']",-0.4294927942683523,-0.15315385295460804
favorite,"['Countries', 'Languages']","['Somalia', 'Breton']",-0.5679048789680122,-0.15315385295460804
virtuous,"['Countries', 'Languages']","['Somalia', 'Breton']",-0.36069777880807485,-0.15315385295460804
honored,"['Countries', 'Languages']","['Somalia', 'Breton']",-0.1770490916713714,-0.15315385295460804
euphoric,"['Countries', 'Languages']","['Somalia', 'Breton']",-0.2912338879624994,-0.15315385295460804
sorrowful,"['Countries', 'Languages']","['Somalia', 'Welsh']",-0.8372777957211159,-0.04617017151009809
broken,"['Countries', 'Languages']","['Somalia', 'Welsh']",-0.13156321599231008,-0.04617017151009809
unhappy,"['Countries', 'Languages']","['Somalia', 'Welsh']",-0.11429737717482592,-0.04617017151009809
boring,"['Countries', 'Languages']","['Somalia', 'Welsh']",-0.051741430363442684,-0.04617017151009809
vigilant,"['Countries', 'Languages']","['Somalia', 'Welsh']",-0.09460182053621193,-0.04617017151009809
jaunty,"['Countries', 'Languages']","['Somalia', 'Welsh']",-0.03950879218398275,-0.04617017151009809
trusting,"['Countries', 'Languages']","['Somalia', 'Welsh']",-0.056487389690157395,-0.04617017151009809
favorite,"['Countries', 'Languages']","['Somalia', 'Welsh']",-0.042322671218522734,-0.04617017151009809
virtuous,"['Countries', 'Languages']","['Somalia', 'Welsh']",-0.057240939959099735,-0.04617017151009809
honored,"['Countries', 'Languages']","['Somalia', 'Welsh']",-0.04666628249533922,-0.04617017151009809
euphoric,"['Countries', 'Languages']","['Somalia', 'Welsh']",-0.04240179933449327,-0.04617017151009809
sorrowful,"['Countries', 'Languages']","['Somalia', 'Aymara']",-5.925202353224803,-4.419575668233261
broken,"['Countries', 'Languages']","['Somalia', 'Aymara']",-5.490616218249515,-4.419575668233261
unhappy,"['Countries', 'Languages']","['Somalia', 'Aymara']",-5.659903742579996,-4.419575668233261
boring,"['Countries', 'Languages']","['Somalia', 'Aymara']",-4.782082449115571,-4.419575668233261
vigilant,"['Countries', 'Languages']","['Somalia', 'Aymara']",-5.734083933114374,-4.419575668233261
jaunty,"['Countries', 'Languages']","['Somalia', 'Aymara']",-4.0541491457454315,-4.419575668233261
trusting,"['Countries', 'Languages']","['Somalia', 'Aymara']",-6.341560485075537,-4.419575668233261
favorite,"['Countries', 'Languages']","['Somalia', 'Aymara']",-3.5140515926260654,-4.419575668233261
virtuous,"['Countries', 'Languages']","['Somalia', 'Aymara']",-6.621633098189882,-4.419575668233261
honored,"['Countries', 'Languages']","['Somalia', 'Aymara']",-5.15965398442329,-4.419575668233261
euphoric,"['Countries', 'Languages']","['Somalia', 'Aymara']",-4.956059026265608,-4.419575668233261
sorrowful,"['Countries', 'Languages']","['Somalia', 'Lingala']",-5.925202353224803,-4.419575668233261
broken,"['Countries', 'Languages']","['Somalia', 'Lingala']",-5.490616218249515,-4.419575668233261
unhappy,"['Countries', 'Languages']","['Somalia', 'Lingala']",-5.659903742579996,-4.419575668233261
boring,"['Countries', 'Languages']","['Somalia', 'Lingala']",-4.782082449115571,-4.419575668233261
vigilant,"['Countries', 'Languages']","['Somalia', 'Lingala']",-5.734083933114374,-4.419575668233261
jaunty,"['Countries', 'Languages']","['Somalia', 'Lingala']",-4.0541491457454315,-4.419575668233261
trusting,"['Countries', 'Languages']","['Somalia', 'Lingala']",-6.341560485075537,-4.419575668233261
favorite,"['Countries', 'Languages']","['Somalia', 'Lingala']",-3.5140515926260654,-4.419575668233261
virtuous,"['Countries', 'Languages']","['Somalia', 'Lingala']",-6.621633098189882,-4.419575668233261
honored,"['Countries', 'Languages']","['Somalia', 'Lingala']",-5.15965398442329,-4.419575668233261
euphoric,"['Countries', 'Languages']","['Somalia', 'Lingala']",-4.956059026265608,-4.419575668233261
sorrowful,"['Countries', 'Languages']","['Somalia', 'Cree']",-5.925202353224803,-4.419575668233261
broken,"['Countries', 'Languages']","['Somalia', 'Cree']",-5.490616218249515,-4.419575668233261
unhappy,"['Countries', 'Languages']","['Somalia', 'Cree']",-5.659903742579996,-4.419575668233261
boring,"['Countries', 'Languages']","['Somalia', 'Cree']",-4.782082449115571,-4.419575668233261
vigilant,"['Countries', 'Languages']","['Somalia', 'Cree']",-5.734083933114374,-4.419575668233261
jaunty,"['Countries', 'Languages']","['Somalia', 'Cree']",-4.0541491457454315,-4.419575668233261
trusting,"['Countries', 'Languages']","['Somalia', 'Cree']",-6.341560485075537,-4.419575668233261
favorite,"['Countries', 'Languages']","['Somalia', 'Cree']",-3.5140515926260654,-4.419575668233261
virtuous,"['Countries', 'Languages']","['Somalia', 'Cree']",-6.621633098189882,-4.419575668233261
honored,"['Countries', 'Languages']","['Somalia', 'Cree']",-5.15965398442329,-4.419575668233261
euphoric,"['Countries', 'Languages']","['Somalia', 'Cree']",-4.956059026265608,-4.419575668233261
sorrowful,"['Countries', 'Languages']","['Somalia', 'Shona']",-5.925202353224803,-4.419575668233261
broken,"['Countries', 'Languages']","['Somalia', 'Shona']",-5.490616218249515,-4.419575668233261
unhappy,"['Countries', 'Languages']","['Somalia', 'Shona']",-5.659903742579996,-4.419575668233261
boring,"['Countries', 'Languages']","['Somalia', 'Shona']",-4.782082449115571,-4.419575668233261
vigilant,"['Countries', 'Languages']","['Somalia', 'Shona']",-5.734083933114374,-4.419575668233261
jaunty,"['Countries', 'Languages']","['Somalia', 'Shona']",-4.0541491457454315,-4.419575668233261
trusting,"['Countries', 'Languages']","['Somalia', 'Shona']",-6.341560485075537,-4.419575668233261
favorite,"['Countries', 'Languages']","['Somalia', 'Shona']",-3.5140515926260654,-4.419575668233261
virtuous,"['Countries', 'Languages']","['Somalia', 'Shona']",-6.621633098189882,-4.419575668233261
honored,"['Countries', 'Languages']","['Somalia', 'Shona']",-5.15965398442329,-4.419575668233261
euphoric,"['Countries', 'Languages']","['Somalia', 'Shona']",-4.956059026265608,-4.419575668233261
sorrowful,"['Countries', 'Languages']","['Somalia', 'Latvian']",-1.1161148843050424,-0.1145815619146267
broken,"['Countries', 'Languages']","['Somalia', 'Latvian']",-0.4748413593487484,-0.1145815619146267
unhappy,"['Countries', 'Languages']","['Somalia', 'Latvian']",-0.45877465747942037,-0.1145815619146267
boring,"['Countries', 'Languages']","['Somalia', 'Latvian']",-0.1600343832909267,-0.1145815619146267
vigilant,"['Countries', 'Languages']","['Somalia', 'Latvian']",-0.17986360052894063,-0.1145815619146267
jaunty,"['Countries', 'Languages']","['Somalia', 'Latvian']",-0.09132747000457661,-0.1145815619146267
trusting,"['Countries', 'Languages']","['Somalia', 'Latvian']",-0.20888383414651437,-0.1145815619146267
favorite,"['Countries', 'Languages']","['Somalia', 'Latvian']",-0.0754136646900672,-0.1145815619146267
virtuous,"['Countries', 'Languages']","['Somalia', 'Latvian']",-0.32933862208509734,-0.1145815619146267
honored,"['Countries', 'Languages']","['Somalia', 'Latvian']",-0.12547413104202135,-0.1145815619146267
euphoric,"['Countries', 'Languages']","['Somalia', 'Latvian']",-0.058538942036233076,-0.1145815619146267
sorrowful,"['Countries', 'Languages']","['Somalia', 'Sanskrit']",-0.8232335131067239,-0.04421821356154853
broken,"['Countries', 'Languages']","['Somalia', 'Sanskrit']",-0.14337794047504387,-0.04421821356154853
unhappy,"['Countries', 'Languages']","['Somalia', 'Sanskrit']",-0.122334373807781,-0.04421821356154853
boring,"['Countries', 'Languages']","['Somalia', 'Sanskrit']",-0.038180783528476245,-0.04421821356154853
vigilant,"['Countries', 'Languages']","['Somalia', 'Sanskrit']",-0.08745635623193625,-0.04421821356154853
